ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
1737_A482,Al2O3,122.5,ALD,Quartz,2.33,3.56,4.2,3.683123,74.68,Sensors,S6
2359_A483,SnO2,80.4,Sputtering,Silicon Wafer,2.96,1.85,1.11,34.695083,76.6,Transparent Conductors,S11
2393_A484,ITO,122.7,Thermal Evaporation,Quartz,2.65,1.62,3.88,19.524477,84.12,Transparent Conductors,S11
2442_A485,Al2O3,90.5,Spin Coating,Silicon Wafer,2.84,2.81,2.58,36.465171,72.41,Transparent Conductors,S11
2113_A486,ITO,108.6,Thermal Evaporation,PET,1.79,3.28,2.2,74.340996,85.8,Sensors,S10
2418_A487,SiO2,138.4,Spin Coating,Quartz,2.21,1.51,3.12,32.454593,90.49,Solar Cells,S8
135_A488,SiO2,25.5,ALD,Silicon Wafer,2.31,3.4,2.14,14.105235,80.44,Sensors,S18
2931_A489,Graphene,103.6,Thermal Evaporation,PET,2.93,3.69,2.15,29.481152,87.31,Optoelectronics,S3
832_A490,Graphene,118.0,CVD,Glass,1.53,2.81,3.63,11.573042,81.69,Solar Cells,S5
1801_A491,ITO,134.9,Spin Coating,Glass,2.69,1.17,2.59,75.757908,87.72,Solar Cells,S20
2930_A492,Graphene,77.4,Spin Coating,Glass,3.0,3.58,1.69,37.26405,71.24,Sensors,S3
2989_A493,SiO2,65.5,CVD,PET,2.83,2.16,1.07,107.249814,86.61,Transparent Conductors,S9
1899_A494,ITO,37.6,Thermal Evaporation,Silicon Wafer,2.21,1.73,2.47,103.019213,76.69,Transparent Conductors,S17
865_A495,TiO2,62.4,Sputtering,PET,1.95,3.33,3.06,35.101923,84.66,Solar Cells,S18
529_A496,Graphene,81.3,Sputtering,Quartz,2.63,3.28,4.79,45.279869,93.15,Solar Cells,S24
2220_A497,ITO,123.2,Sputtering,PET,2.04,1.63,3.35,16.207557,82.89,Sensors,S24
431_A498,SiO2,124.3,ALD,Silicon Wafer,2.95,1.21,1.6,36.42348,80.85,Solar Cells,S16
2744_A499,ZnO,138.5,Thermal Evaporation,Silicon Wafer,1.74,2.14,4.28,39.785615,74.09,Optoelectronics,S19
1745_A500,Graphene,109.8,Spin Coating,Silicon Wafer,2.01,3.31,2.16,1.351452,93.88,Transparent Conductors,S25
611_A501,Al2O3,105.4,Spin Coating,Glass,1.78,1.42,4.91,59.196145,90.69,Optoelectronics,S23
950_A502,ZnO,103.7,Spin Coating,Glass,1.59,3.75,2.47,41.445656,84.88,Optoelectronics,S23
2812_A503,SiO2,106.4,CVD,Silicon Wafer,2.66,2.53,2.32,64.948446,89.24,Sensors,S5
222_A504,ZnO,101.9,CVD,Glass,1.61,2.8,4.4,34.236127,88.76,Sensors,S14
1916_A505,Graphene,87.9,Spin Coating,Quartz,2.8,3.87,4.01,51.190518,84.23,Optoelectronics,S19
2412_A506,TiO2,113.4,Spin Coating,Quartz,2.24,1.83,1.42,90.313171,78.06,Solar Cells,S10
1037_A507,Graphene,69.2,Spin Coating,Silicon Wafer,2.95,1.92,2.67,75.043731,82.99,Optoelectronics,S6
2646_A508,TiO2,0.2,Thermal Evaporation,PET,2.81,1.81,1.03,56.407308,95.17,Optoelectronics,S9
933_A509,MoS2,117.0,Thermal Evaporation,Glass,2.53,1.54,1.52,9.666382,89.04,Solar Cells,S9
2556_A510,MoS2,111.1,Sputtering,Quartz,2.11,2.07,3.31,78.700186,86.55,Solar Cells,S5
174_A511,SnO2,112.9,ALD,Glass,2.85,1.27,4.85,51.839465,84.34,Solar Cells,S3
566_A512,SiO2,86.8,Spin Coating,Quartz,1.8,3.12,2.26,96.235157,84.61,Optoelectronics,S10
1961_A513,MoS2,72.6,Spin Coating,Quartz,1.9,1.34,2.0,46.888992,90.87,Optoelectronics,S13
813_A514,ITO,37.0,ALD,Quartz,2.83,1.64,3.98,31.492793,75.51,Sensors,S24
2688_A515,MoS2,132.4,CVD,Quartz,2.65,2.95,1.83,18.845919,79.48,Optoelectronics,S5
959_A516,SnO2,73.3,Thermal Evaporation,Silicon Wafer,2.24,3.35,0.55,28.65834,80.9,Sensors,S5
528_A517,ZnO,28.7,Sputtering,Silicon Wafer,1.57,3.8,1.06,97.700962,92.9,Solar Cells,S8
1414_A518,TiO2,100.1,Thermal Evaporation,PET,1.66,2.6,3.91,67.752965,89.81,Optoelectronics,S21
1612_A519,MoS2,95.4,CVD,Quartz,2.78,2.05,4.47,48.899294,84.13,Optoelectronics,S19
273_A520,ITO,109.6,ALD,Glass,2.32,1.33,2.15,13.313496,85.39,Optoelectronics,S15
927_A521,SnO2,112.4,CVD,Glass,2.83,3.09,2.87,22.845851,76.71,Optoelectronics,S9
1740_A522,MoS2,68.2,Thermal Evaporation,Quartz,2.38,3.63,3.8,10.616255,94.47,Transparent Conductors,S19
848_A523,Al2O3,58.2,Spin Coating,PET,1.9,1.88,3.3,55.494025,89.25,Transparent Conductors,S2
953_A524,ZnO,88.0,ALD,PET,2.7,1.82,4.99,58.428299,91.17,Sensors,S24
1621_A525,MoS2,48.4,ALD,Glass,2.14,2.11,3.41,28.46426,80.43,Solar Cells,S5
3000_A526,ITO,34.0,Spin Coating,Quartz,1.86,1.28,3.47,37.083356,74.67,Solar Cells,S3
2316_A527,Al2O3,133.5,ALD,Glass,1.61,1.85,4.59,13.410775,84.6,Transparent Conductors,S18
1913_A528,Graphene,51.5,CVD,PET,1.63,3.88,2.36,72.451844,94.46,Solar Cells,S17
2594_A529,ITO,106.1,ALD,Quartz,1.72,3.07,2.82,93.340353,77.76,Solar Cells,S5
2032_A530,Al2O3,99.3,Thermal Evaporation,Silicon Wafer,2.08,1.77,1.71,80.645044,95.08,Solar Cells,S20
1101_A531,SnO2,148.7,ALD,Quartz,2.11,3.02,2.24,3.913855,82.95,Optoelectronics,S11
1293_A532,TiO2,106.4,Sputtering,Quartz,1.91,1.96,2.25,37.201872,91.64,Transparent Conductors,S8
2876_A533,Graphene,117.3,CVD,Silicon Wafer,2.87,1.06,3.46,102.492157,91.39,Optoelectronics,S23
169_A534,SnO2,74.1,CVD,Glass,2.1,3.47,1.68,30.707406,74.33,Sensors,S17
2377_A535,ZnO,114.2,CVD,Silicon Wafer,2.72,2.16,4.33,9.116582,76.74,Transparent Conductors,S20
1468_A536,MoS2,75.2,ALD,Glass,2.77,1.8,3.65,40.185533,77.08,Optoelectronics,S4
2767_A537,TiO2,157.9,Sputtering,Quartz,1.65,2.25,3.36,27.16761,72.84,Solar Cells,S1
1399_A538,ITO,65.7,Sputtering,Quartz,2.25,1.03,4.74,93.77702,79.59,Optoelectronics,S10
1229_A539,SiO2,117.9,CVD,Silicon Wafer,1.58,3.13,5.15,24.902372,87.55,Optoelectronics,S7
2235_A540,Al2O3,121.1,ALD,Quartz,2.57,1.82,2.67,51.762713,84.28,Solar Cells,S1
1739_A541,ZnO,27.7,ALD,Glass,2.75,1.66,2.27,40.519139,74.55,Transparent Conductors,S12
368_A542,Graphene,60.4,Spin Coating,Glass,2.61,1.11,3.85,16.444824,86.77,Transparent Conductors,S4
2276_A543,SnO2,122.9,Thermal Evaporation,Quartz,2.57,1.0,2.28,36.985138,80.67,Solar Cells,S5
868_A544,Graphene,173.6,Thermal Evaporation,PET,2.99,1.11,3.94,14.372693,91.77,Optoelectronics,S2
1303_A545,ITO,105.6,Thermal Evaporation,PET,1.53,1.2,2.98,10.588994,86.8,Optoelectronics,S21
352_A546,TiO2,87.5,Sputtering,Silicon Wafer,1.96,2.08,1.74,61.828963,73.14,Sensors,S11
2395_A547,TiO2,63.6,CVD,Quartz,2.61,3.81,2.11,15.265454,80.82,Solar Cells,S10
2504_A548,Graphene,101.5,Thermal Evaporation,Silicon Wafer,1.58,2.02,3.92,34.077675,71.71,Optoelectronics,S18
980_A549,SiO2,71.9,Sputtering,Quartz,2.37,1.81,2.05,23.482517,92.25,Solar Cells,S10
1848_A550,SiO2,115.1,ALD,PET,2.62,2.63,3.94,47.711701,84.83,Optoelectronics,S14
2371_A551,MoS2,129.6,CVD,Glass,2.17,3.58,2.17,88.013739,71.78,Sensors,S11
499_A552,Al2O3,129.8,ALD,PET,1.51,2.98,3.9,98.963971,91.82,Sensors,S10
1629_A553,MoS2,153.5,Thermal Evaporation,Glass,1.95,1.85,2.87,63.102327,85.87,Transparent Conductors,S23
211_A554,MoS2,119.1,Thermal Evaporation,Quartz,2.94,1.89,3.92,62.373926,89.17,Solar Cells,S16
2471_A555,MoS2,93.5,ALD,Silicon Wafer,2.46,3.55,5.29,65.902618,90.8,Transparent Conductors,S19
602_A556,Al2O3,89.6,CVD,PET,2.63,2.71,4.37,60.658514,87.31,Optoelectronics,S24
228_A557,TiO2,82.2,Spin Coating,Glass,1.76,1.63,0.85,17.149645,72.58,Transparent Conductors,S4
366_A558,SiO2,86.1,Spin Coating,PET,1.59,1.15,1.13,61.779198,73.94,Transparent Conductors,S11
582_A559,Graphene,102.0,Thermal Evaporation,Glass,2.83,1.81,4.07,90.464294,81.55,Optoelectronics,S14
2856_A560,TiO2,61.7,Sputtering,Quartz,2.28,2.71,4.33,19.976325,77.31,Sensors,S7
2179_A561,TiO2,70.3,Spin Coating,PET,2.91,3.04,4.64,46.11853,77.5,Transparent Conductors,S13
2019_A562,SnO2,89.1,Sputtering,PET,2.37,3.31,1.4,57.881484,78.02,Sensors,S14
860_A563,MoS2,51.4,ALD,PET,1.96,3.46,0.68,11.772318,73.24,Transparent Conductors,S14
408_A564,ZnO,134.3,ALD,Silicon Wafer,2.18,2.56,1.54,68.121781,76.76,Transparent Conductors,S19
1921_A565,MoS2,67.9,Thermal Evaporation,Glass,2.4,3.84,0.77,23.407804,81.4,Transparent Conductors,S7
1614_A566,SiO2,117.6,Spin Coating,Quartz,2.86,1.3,1.05,88.321134,80.16,Transparent Conductors,S3
679_A567,Graphene,130.3,ALD,Silicon Wafer,1.64,0.97,4.25,51.237673,90.48,Solar Cells,S15
1265_A568,TiO2,117.2,Sputtering,Glass,2.87,3.14,4.44,55.147618,70.94,Optoelectronics,S21
2408_A569,TiO2,116.0,CVD,Glass,1.9,1.25,4.51,70.48628,93.36,Transparent Conductors,S2
692_A570,ZnO,95.0,Spin Coating,Quartz,2.37,1.89,0.68,29.677303,82.9,Transparent Conductors,S15
8_A571,TiO2,184.1,CVD,Glass,1.98,2.77,1.19,80.325452,79.35,Optoelectronics,S24
2868_A572,ITO,110.4,Sputtering,Quartz,2.58,2.16,0.73,62.375805,86.82,Optoelectronics,S8
1205_A573,SiO2,94.9,Thermal Evaporation,Glass,1.98,2.6,4.68,13.218918,75.63,Solar Cells,S25
2234_A574,SnO2,161.0,ALD,PET,1.57,2.54,3.08,27.560775,70.43,Sensors,S6
416_A575,SiO2,118.5,CVD,PET,2.76,2.04,3.81,4.289713,77.14,Optoelectronics,S19
671_A576,TiO2,94.1,ALD,Quartz,2.5,1.88,4.68,75.201275,87.23,Optoelectronics,S14
811_A577,SiO2,110.4,ALD,Glass,2.87,2.51,1.79,31.157081,73.95,Solar Cells,S19
1090_A578,TiO2,93.0,Spin Coating,PET,1.73,1.77,4.23,49.941067,87.2,Sensors,S3
200_A579,MoS2,79.7,ALD,Glass,2.43,2.73,4.43,19.139389,74.47,Solar Cells,S5
284_A580,ZnO,102.5,Sputtering,Silicon Wafer,2.77,2.7,4.48,40.622142,85.46,Solar Cells,S20
232_A581,Al2O3,100.7,Thermal Evaporation,Glass,1.68,3.37,2.95,64.273864,95.45,Transparent Conductors,S19
2731_A582,SiO2,104.8,Thermal Evaporation,Quartz,1.58,2.3,2.39,63.605124,72.58,Optoelectronics,S4
2862_A583,SnO2,139.5,Spin Coating,PET,1.93,2.23,4.24,80.269586,88.55,Sensors,S18
97_A584,Graphene,131.6,CVD,Glass,2.81,1.68,3.5,31.566046,89.89,Sensors,S1
1588_A585,TiO2,118.4,Spin Coating,Silicon Wafer,2.52,3.36,4.36,21.787916,91.03,Solar Cells,S2
2570_A586,TiO2,170.6,ALD,PET,1.71,1.73,2.76,29.099747,92.59,Solar Cells,S5
1607_A587,SiO2,166.0,CVD,Silicon Wafer,2.96,3.96,2.63,95.461727,71.4,Sensors,S12
677_A588,SiO2,75.0,Thermal Evaporation,Quartz,2.15,2.21,1.38,90.683078,82.02,Solar Cells,S9
1861_A589,Al2O3,137.7,CVD,Quartz,2.07,1.81,0.61,35.069285,86.68,Transparent Conductors,S6
2782_A590,Graphene,80.7,CVD,Glass,2.46,3.1,4.37,16.427658,78.9,Optoelectronics,S11
2864_A591,MoS2,147.9,CVD,Glass,2.76,2.87,3.04,87.871041,72.65,Sensors,S25
2588_A592,Graphene,56.0,CVD,Silicon Wafer,2.88,1.05,1.3,14.232349,94.96,Optoelectronics,S13
1400_A593,ZnO,100.7,Thermal Evaporation,PET,2.93,2.63,1.45,42.761833,74.57,Sensors,S23
1371_A594,Al2O3,59.3,Spin Coating,Glass,2.0,3.68,4.18,18.645117,89.72,Sensors,S3
105_A595,SiO2,107.4,CVD,PET,2.84,2.32,1.81,15.155689,74.2,Solar Cells,S19
2088_A596,Graphene,118.5,Spin Coating,Glass,2.29,2.24,4.33,59.718189,72.91,Optoelectronics,S9
600_A597,TiO2,119.9,Spin Coating,Glass,2.6,2.97,4.07,54.489785,74.17,Sensors,S16
1757_A598,Graphene,104.6,CVD,PET,2.43,3.79,3.25,10.789937,88.47,Sensors,S18
1324_A599,ITO,76.9,Spin Coating,Quartz,2.54,3.36,2.58,79.854002,74.6,Sensors,S13
643_A600,TiO2,87.2,Thermal Evaporation,Glass,2.95,1.23,0.85,13.037194,72.22,Optoelectronics,S24
701_A601,ZnO,91.1,Sputtering,PET,2.59,2.01,1.41,4.128364,68.6,Solar Cells,S7
227_A602,ZnO,110.7,Thermal Evaporation,Silicon Wafer,1.56,1.79,3.55,18.840804,74.28,Solar Cells,S17
1698_A603,SnO2,101.9,CVD,Silicon Wafer,2.52,1.01,3.73,0.194818,88.81,Solar Cells,S5
1011_A604,ZnO,74.9,Spin Coating,PET,2.68,3.48,1.95,12.352982,78.38,Solar Cells,S21
1573_A605,SnO2,102.2,Spin Coating,Glass,2.12,1.49,1.64,30.416526,93.73,Sensors,S19
777_A606,Graphene,145.7,Spin Coating,Silicon Wafer,1.81,2.42,4.27,68.954947,81.11,Optoelectronics,S18
1731_A607,SiO2,124.2,Thermal Evaporation,Silicon Wafer,1.61,1.27,1.01,30.927185,75.19,Optoelectronics,S23
2827_A608,SiO2,57.1,Spin Coating,PET,2.17,1.06,0.72,68.960164,86.13,Transparent Conductors,S10
2229_A609,SnO2,137.4,Sputtering,Silicon Wafer,1.86,2.93,4.35,8.309354,92.7,Sensors,S24
2795_A610,Al2O3,126.6,CVD,Silicon Wafer,1.87,3.27,2.76,95.185001,87.3,Solar Cells,S22
465_A611,Graphene,82.2,Spin Coating,Silicon Wafer,2.81,1.51,0.53,80.815352,94.72,Sensors,S3
2652_A612,TiO2,135.0,ALD,Glass,2.74,3.78,2.22,1.98046,76.36,Transparent Conductors,S20
1094_A613,SiO2,139.8,Sputtering,PET,2.04,2.56,2.69,41.423206,77.02,Sensors,S12
1272_A614,TiO2,108.4,Spin Coating,PET,2.34,3.38,1.64,29.330012,73.67,Solar Cells,S14
2924_A615,Graphene,80.8,Spin Coating,PET,2.74,3.04,4.58,72.421263,90.96,Transparent Conductors,S4
1581_A616,MoS2,116.4,Thermal Evaporation,PET,2.03,3.46,4.85,4.510275,80.49,Optoelectronics,S21
1208_A617,TiO2,115.0,CVD,Glass,2.36,2.38,4.68,51.402068,81.9,Optoelectronics,S15
213_A618,Al2O3,82.6,Thermal Evaporation,Glass,1.89,2.65,1.18,16.301168,90.58,Sensors,S22
13_A619,MoS2,85.7,CVD,PET,2.87,2.65,2.16,7.776985,82.68,Solar Cells,S10
2973_A620,ITO,78.7,Spin Coating,Glass,1.98,1.84,5.21,72.638239,79.44,Sensors,S8
423_A621,ZnO,118.0,Spin Coating,Quartz,1.58,3.14,1.79,101.316671,95.94,Optoelectronics,S24
1689_A622,SnO2,99.8,ALD,PET,2.81,3.84,0.82,22.153872,72.67,Optoelectronics,S9
1780_A623,Al2O3,113.9,Spin Coating,PET,1.66,2.95,4.09,43.234716,86.57,Optoelectronics,S22
2640_A624,SiO2,102.9,Sputtering,Silicon Wafer,1.66,3.37,3.62,61.807286,87.94,Sensors,S23
2320_A625,SiO2,56.4,Spin Coating,Glass,1.6,2.72,2.99,68.672798,80.01,Transparent Conductors,S23
638_A626,Al2O3,91.0,ALD,PET,1.65,0.94,4.96,94.569098,75.17,Solar Cells,S2
1279_A627,Graphene,149.3,Spin Coating,Quartz,2.56,1.42,2.63,26.390926,69.41,Optoelectronics,S21
1641_A628,SnO2,118.7,Thermal Evaporation,Quartz,2.28,3.95,1.64,65.17593,79.29,Sensors,S14
510_A629,ITO,134.4,ALD,PET,2.62,2.75,1.18,15.49058,81.04,Solar Cells,S23
598_A630,SiO2,163.7,Sputtering,Glass,1.75,1.08,3.7,82.874073,91.4,Sensors,S24
2713_A631,Graphene,101.8,CVD,Silicon Wafer,1.67,1.37,1.99,3.364232,81.33,Transparent Conductors,S4
2635_A632,Graphene,106.4,Thermal Evaporation,Glass,2.24,2.74,0.8,8.798732,81.16,Sensors,S14
2365_A633,SiO2,76.8,Sputtering,Glass,2.67,3.95,3.87,78.315418,86.06,Sensors,S23
2644_A634,Graphene,107.3,Spin Coating,Glass,2.99,2.79,4.27,66.514923,74.37,Transparent Conductors,S25
519_A635,MoS2,78.4,Spin Coating,PET,2.34,2.59,3.41,96.097271,81.42,Solar Cells,S15
2794_A636,ITO,63.9,Spin Coating,PET,2.86,3.25,1.11,64.920009,84.27,Sensors,S24
574_A637,SnO2,143.4,CVD,Silicon Wafer,2.88,3.36,3.44,9.492492,89.41,Optoelectronics,S19
2726_A638,SiO2,112.2,Thermal Evaporation,Glass,2.46,1.01,1.06,29.58922,89.0,Optoelectronics,S6
1098_A639,Graphene,80.9,CVD,Quartz,2.13,1.3,4.89,50.865175,89.33,Transparent Conductors,S18
1948_A640,ITO,117.8,ALD,Quartz,2.22,3.06,3.24,30.962314,68.8,Transparent Conductors,S3
1449_A641,ZnO,58.8,ALD,PET,2.33,2.9,5.2,67.432978,77.45,Solar Cells,S21
1585_A642,MoS2,65.5,ALD,Glass,1.97,2.91,1.82,47.952353,80.02,Transparent Conductors,S7
2597_A643,ZnO,144.9,ALD,Glass,2.31,2.14,0.99,78.860053,90.97,Solar Cells,S18
965_A644,SiO2,124.0,CVD,Glass,1.91,2.08,1.25,8.555452,72.15,Transparent Conductors,S13
1019_A645,SnO2,113.2,Sputtering,PET,2.92,3.09,4.81,36.009493,88.01,Transparent Conductors,S15
2909_A646,Graphene,98.9,Sputtering,Silicon Wafer,1.48,3.17,2.11,9.22108,94.97,Sensors,S21
359_A647,Al2O3,54.6,CVD,Glass,2.03,4.02,1.84,20.024627,78.18,Optoelectronics,S23
737_A648,MoS2,117.5,Sputtering,Glass,1.92,2.7,2.28,70.614628,71.25,Sensors,S12
1785_A649,Graphene,93.1,ALD,Silicon Wafer,1.89,2.59,0.92,78.774044,82.9,Transparent Conductors,S9
1609_A650,SiO2,98.9,ALD,Glass,2.12,2.44,4.89,59.668159,84.04,Sensors,S2
260_A651,ZnO,97.3,ALD,Silicon Wafer,2.65,3.47,3.83,92.85763,73.3,Solar Cells,S7
2772_A652,ITO,113.3,Sputtering,PET,2.35,3.54,1.23,7.314501,70.84,Optoelectronics,S6
2643_A653,MoS2,91.5,CVD,Silicon Wafer,2.4,1.34,1.65,85.637125,81.89,Sensors,S2
2743_A654,TiO2,143.5,ALD,PET,2.86,2.0,3.67,93.271574,92.28,Optoelectronics,S19
2384_A655,MoS2,116.3,ALD,PET,1.69,1.23,3.54,67.038539,87.79,Transparent Conductors,S8
1030_A656,TiO2,79.5,Sputtering,Quartz,2.55,3.32,3.86,23.383016,85.23,Transparent Conductors,S24
2409_A657,TiO2,178.2,Sputtering,Silicon Wafer,2.32,2.26,4.11,46.996108,90.56,Sensors,S24
970_A658,Graphene,95.1,Sputtering,PET,1.95,2.13,1.26,60.816548,72.21,Solar Cells,S5
2991_A659,ITO,57.0,Spin Coating,Quartz,2.06,1.34,4.07,11.567644,89.38,Optoelectronics,S10
820_A660,ITO,80.5,Sputtering,Silicon Wafer,2.97,1.71,3.96,5.168707,92.27,Sensors,S15
2717_A661,MoS2,146.3,CVD,Silicon Wafer,2.48,3.04,0.73,16.697287,79.28,Sensors,S1
2326_A662,ITO,100.3,Thermal Evaporation,Quartz,1.59,2.05,3.35,1.298924,87.95,Transparent Conductors,S17
457_A663,TiO2,135.7,CVD,PET,1.9,1.73,1.08,88.681807,89.86,Optoelectronics,S13
463_A664,SiO2,92.2,ALD,Quartz,2.11,1.38,1.51,40.740105,75.88,Optoelectronics,S16
2345_A665,SiO2,93.3,Thermal Evaporation,Silicon Wafer,2.82,1.67,3.35,74.93269,74.23,Sensors,S3
2689_A666,ZnO,75.8,Spin Coating,PET,1.88,2.75,4.36,8.248134,95.06,Sensors,S14
382_A667,TiO2,84.8,ALD,Quartz,2.17,3.17,4.09,81.21244,87.54,Sensors,S12
1892_A668,SnO2,109.7,CVD,Quartz,2.6,1.07,2.75,81.391611,75.68,Sensors,S13
1833_A669,SiO2,117.0,Thermal Evaporation,Silicon Wafer,2.44,3.07,2.83,59.938445,91.6,Solar Cells,S12
2309_A670,SiO2,107.2,CVD,Silicon Wafer,2.22,3.47,4.08,74.99006,80.39,Transparent Conductors,S12
1507_A671,SnO2,145.5,Sputtering,PET,2.17,2.49,1.89,14.061032,77.23,Solar Cells,S4
806_A672,ZnO,77.3,Sputtering,Silicon Wafer,2.88,1.64,3.32,68.569396,82.75,Transparent Conductors,S20
2439_A673,Al2O3,147.3,Thermal Evaporation,PET,2.58,1.92,2.29,4.658447,79.93,Solar Cells,S4
757_A674,SiO2,142.2,Sputtering,Silicon Wafer,2.86,2.39,3.91,88.077003,76.99,Transparent Conductors,S16
2516_A675,SnO2,99.1,CVD,Quartz,2.09,1.36,4.15,0.908472,95.25,Transparent Conductors,S3
1254_A676,Al2O3,95.2,Sputtering,PET,2.67,3.65,2.09,57.578847,84.99,Sensors,S3
870_A677,Graphene,85.3,Spin Coating,Silicon Wafer,2.76,2.24,2.75,24.374716,75.03,Transparent Conductors,S24
2065_A678,ITO,134.6,Spin Coating,Glass,2.7,2.12,3.14,104.226806,95.19,Solar Cells,S14
1411_A679,ITO,74.6,Thermal Evaporation,Glass,2.04,3.78,4.93,49.589988,77.89,Transparent Conductors,S20
2361_A680,TiO2,74.5,ALD,Glass,2.11,1.81,3.4,44.548962,90.33,Transparent Conductors,S8
2288_A681,Graphene,82.3,Thermal Evaporation,Silicon Wafer,2.02,2.31,2.91,104.481206,79.07,Solar Cells,S6
2859_A682,SnO2,36.2,Spin Coating,Glass,2.8,3.26,3.1,84.700896,87.77,Solar Cells,S12
1174_A683,Al2O3,92.3,CVD,Glass,2.7,1.7,0.58,50.988698,85.12,Solar Cells,S14
543_A684,SnO2,118.4,Spin Coating,Silicon Wafer,2.14,2.31,3.76,57.818784,71.74,Optoelectronics,S10
2105_A685,ITO,62.5,Spin Coating,Silicon Wafer,2.25,3.16,2.12,40.790307,72.53,Optoelectronics,S17
1256_A686,ZnO,115.0,Thermal Evaporation,Glass,2.39,3.09,3.05,59.536557,83.23,Solar Cells,S13
1767_A687,ITO,112.0,ALD,Quartz,1.81,1.16,1.18,22.740439,83.76,Sensors,S19
1766_A688,SiO2,63.0,Thermal Evaporation,PET,2.46,2.25,4.32,77.616576,93.52,Solar Cells,S9
1290_A689,SnO2,117.8,Sputtering,Glass,2.88,2.35,3.44,42.004414,97.63,Sensors,S8
2422_A690,SiO2,117.6,Spin Coating,Quartz,2.03,2.87,1.19,37.182822,72.26,Optoelectronics,S13
2528_A691,Graphene,111.2,Spin Coating,Glass,2.3,1.2,5.32,27.793608,75.04,Solar Cells,S16
1344_A692,TiO2,93.2,Spin Coating,PET,2.36,1.74,4.71,70.265892,72.48,Transparent Conductors,S24
1526_A693,Al2O3,47.4,Sputtering,Silicon Wafer,2.65,1.83,4.45,37.076584,74.29,Optoelectronics,S8
2895_A694,ZnO,46.3,CVD,Silicon Wafer,2.75,1.84,1.57,32.942512,79.69,Optoelectronics,S9
2687_A695,Al2O3,165.9,Sputtering,Glass,2.71,2.65,4.58,7.37582,72.31,Sensors,S19
2195_A696,ITO,76.0,Sputtering,Quartz,2.54,3.68,2.62,40.756887,88.8,Optoelectronics,S16
2421_A697,ITO,115.8,Spin Coating,Glass,2.48,2.96,4.47,24.309268,78.14,Solar Cells,S18
1678_A698,TiO2,103.8,Spin Coating,Quartz,1.98,2.75,3.03,65.96454,78.03,Solar Cells,S23
1287_A699,ITO,70.7,Thermal Evaporation,Silicon Wafer,1.76,2.59,2.46,34.241541,80.74,Transparent Conductors,S14
436_A700,ITO,98.7,Spin Coating,Silicon Wafer,2.74,2.49,3.4,9.902103,70.87,Sensors,S10
1728_A701,Al2O3,114.7,ALD,Silicon Wafer,2.54,3.31,4.62,71.26944,85.01,Solar Cells,S23
238_A702,TiO2,90.7,Spin Coating,PET,2.63,3.91,0.77,25.171562,75.97,Transparent Conductors,S2
2348_A703,ZnO,88.3,Thermal Evaporation,Glass,2.99,1.55,1.63,67.05117,89.09,Optoelectronics,S21
110_A704,Graphene,79.4,Spin Coating,PET,2.32,2.13,1.36,63.461728,76.5,Sensors,S16
2275_A705,Graphene,127.6,CVD,Silicon Wafer,1.91,3.49,4.87,24.396943,82.14,Solar Cells,S16
164_A706,SiO2,77.5,Thermal Evaporation,PET,2.73,3.28,2.7,97.755826,73.66,Transparent Conductors,S18
289_A707,Al2O3,139.6,Thermal Evaporation,Silicon Wafer,2.22,3.8,3.8,31.037827,87.67,Optoelectronics,S14
253_A708,MoS2,84.0,Thermal Evaporation,Silicon Wafer,1.7,3.81,2.47,85.458416,82.84,Transparent Conductors,S10
2584_A709,SiO2,136.9,CVD,Silicon Wafer,2.83,2.14,2.49,78.915006,74.77,Solar Cells,S9
1965_A710,ITO,83.0,CVD,Silicon Wafer,2.55,3.86,1.05,90.932599,78.22,Solar Cells,S16
1289_A711,SiO2,95.5,CVD,Quartz,1.61,1.84,0.66,97.286808,80.65,Sensors,S10
745_A712,ZnO,68.1,Thermal Evaporation,Glass,2.17,3.06,2.22,62.836876,80.67,Solar Cells,S17
1207_A713,Al2O3,147.3,Sputtering,Quartz,2.94,1.91,2.85,47.850993,77.47,Solar Cells,S6
2420_A714,SnO2,69.0,Spin Coating,Quartz,2.81,1.29,3.9,28.94929,92.23,Transparent Conductors,S17
1392_A715,TiO2,120.2,Spin Coating,Silicon Wafer,1.87,2.28,2.96,16.753718,78.5,Optoelectronics,S12
2334_A716,ZnO,130.1,ALD,Quartz,3.0,2.3,2.41,2.607625,93.75,Transparent Conductors,S8
991_A717,MoS2,153.8,Sputtering,Glass,1.68,3.27,3.24,93.161629,79.33,Sensors,S14
840_A718,ZnO,110.1,Thermal Evaporation,Glass,2.07,2.35,2.26,62.179557,90.08,Solar Cells,S10
1150_A719,Graphene,117.0,Thermal Evaporation,PET,1.83,2.0,4.45,58.940981,86.35,Solar Cells,S2
1222_A720,ZnO,113.1,Spin Coating,Silicon Wafer,2.3,3.0,3.28,81.500044,90.48,Optoelectronics,S9
1744_A721,ZnO,116.3,Thermal Evaporation,Silicon Wafer,2.04,3.12,4.35,25.923351,88.01,Sensors,S21
2401_A722,ZnO,80.1,Spin Coating,Quartz,2.48,2.49,1.16,94.970746,76.39,Optoelectronics,S14
